,YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,ConditionType,Category,Cause_of_Death,Data_Value_Alt,Effect,ConsumptionPattern,Sex,AgeGroup
37615,2015,2019,31,30,0,1,0,4,98.0,0,1,0,0
37678,2015,2019,31,30,0,1,2,8,50.0,0,1,0,0
37788,2015,2019,31,30,0,1,3,15,145.0,0,1,1,0
37792,2015,2019,31,30,0,1,3,15,57.0,0,1,0,0
37799,2015,2019,31,30,0,1,3,20,135.0,0,1,0,0
37803,2015,2019,31,30,0,1,3,20,76.0,0,1,1,0
37811,2015,2019,31,30,0,1,3,26,32.0,0,1,1,0
37812,2015,2019,31,30,0,1,3,26,33.0,0,1,0,0
37875,2015,2019,31,30,0,1,4,21,106.0,0,1,0,0
37877,2015,2019,31,30,0,1,4,21,150.0,0,1,1,0
37986,2015,2019,31,30,0,0,1,2,14.0,0,0,0,0
37989,2015,2019,31,30,0,0,1,2,54.0,0,0,1,0
37994,2015,2019,31,30,0,0,1,25,178.0,0,0,0,0
37997,2015,2019,31,30,0,0,1,25,489.0,0,0,1,0
38001,2015,2019,31,30,0,0,5,22,135.0,0,0,1,0
38005,2015,2019,31,30,0,0,5,22,40.0,0,0,0,0
38043,2015,2019,31,30,0,0,6,17,11.0,0,0,0,0
38046,2015,2019,31,30,0,0,6,17,35.0,0,0,1,0
38066,2015,2019,31,30,0,0,6,19,130.0,0,0,1,0
38069,2015,2019,31,30,0,0,6,19,27.0,0,0,0,0
38114,2015,2019,31,30,0,0,8,28,137.0,0,0,1,0
38117,2015,2019,31,30,0,0,8,28,44.0,0,0,0,0
38132,2015,2019,31,30,0,1,0,0,13.0,0,0,0,0
38134,2015,2019,31,30,0,1,0,0,38.0,0,0,1,0
38149,2015,2019,31,30,0,1,0,1,33.0,0,0,0,0
38151,2015,2019,31,30,0,1,0,1,97.0,0,0,1,0
38187,2015,2019,31,30,0,1,0,4,234.0,0,0,1,0
38191,2015,2019,31,30,0,1,0,4,98.0,0,0,0,0
38237,2015,2019,31,30,0,1,2,8,96.0,0,0,0,0
38244,2015,2019,31,30,0,1,2,9,15.0,0,0,0,0
38247,2015,2019,31,30,0,1,2,9,88.0,0,0,1,0
38251,2015,2019,31,30,0,1,2,10,12.0,0,0,0,0
38254,2015,2019,31,30,0,1,2,10,39.0,0,0,1,0
38275,2015,2019,31,30,0,1,2,12,10.0,0,0,0,0
38278,2015,2019,31,30,0,1,2,12,54.0,0,0,1,0
38293,2015,2019,31,30,0,1,2,14,20.0,0,0,1,0
38316,2015,2019,31,30,0,1,3,7,19.0,0,0,0,0
38317,2015,2019,31,30,0,1,3,7,29.0,0,0,1,0
38325,2015,2019,31,30,0,1,3,15,31.0,0,0,0,0
38326,2015,2019,31,30,0,1,3,15,82.0,0,0,1,0
38339,2015,2019,31,30,0,1,3,20,139.0,0,0,1,0
38343,2015,2019,31,30,0,1,3,20,95.0,0,0,0,0
38349,2015,2019,31,30,0,1,3,26,61.0,0,0,1,0
38350,2015,2019,31,30,0,1,3,26,62.0,0,0,0,0
38402,2015,2019,31,30,0,1,4,21,106.0,0,0,0,0
38404,2015,2019,31,30,0,1,4,21,150.0,0,0,1,0
38543,2015,2019,32,31,0,0,1,2,14.0,0,1,0,0
38546,2015,2019,32,31,0,0,1,2,48.0,0,1,1,0
38556,2015,2019,32,31,0,0,1,25,45.0,0,1,0,0
38558,2015,2019,32,31,0,0,1,25,94.0,0,1,1,0
38565,2015,2019,32,31,0,0,5,22,112.0,0,1,1,0
38569,2015,2019,32,31,0,0,5,22,38.0,0,1,0,0
38654,2015,2019,32,31,0,0,6,19,19.0,0,1,0,0
38657,2015,2019,32,31,0,0,6,19,66.0,0,1,1,0
38722,2015,2019,32,31,0,0,8,28,28.0,0,1,0,0
38724,2015,2019,32,31,0,0,8,28,91.0,0,1,1,0
38741,2015,2019,32,31,0,1,0,0,156.0,0,1,1,0
38744,2015,2019,32,31,0,1,0,0,52.0,0,1,0,0
38819,2015,2019,32,31,0,1,0,4,121.0,0,1,0,0
38821,2015,2019,32,31,0,1,0,4,239.0,0,1,1,0
39007,2015,2019,32,31,0,1,3,20,18.0,0,1,1,0
39008,2015,2019,32,31,0,1,3,20,22.0,0,1,0,0
39086,2015,2019,32,31,0,1,4,21,63.0,0,1,0,0
39087,2015,2019,32,31,0,1,4,21,74.0,0,1,1,0
39192,2015,2019,32,31,0,0,1,2,14.0,0,0,0,0
39195,2015,2019,32,31,0,0,1,2,48.0,0,0,1,0
39202,2015,2019,32,31,0,0,1,25,45.0,0,0,0,0
39204,2015,2019,32,31,0,0,1,25,94.0,0,0,1,0
39208,2015,2019,32,31,0,0,5,22,112.0,0,0,1,0
39211,2015,2019,32,31,0,0,5,22,38.0,0,0,0,0
39272,2015,2019,32,31,0,0,6,19,19.0,0,0,0,0
39275,2015,2019,32,31,0,0,6,19,66.0,0,0,1,0
39322,2015,2019,32,31,0,0,8,28,28.0,0,0,0,0
39324,2015,2019,32,31,0,0,8,28,91.0,0,0,1,0
39335,2015,2019,32,31,0,1,0,0,156.0,0,0,1,0
39338,2015,2019,32,31,0,1,0,0,52.0,0,0,0,0
39392,2015,2019,32,31,0,1,0,4,121.0,0,0,0,0
39394,2015,2019,32,31,0,1,0,4,239.0,0,0,1,0
39442,2015,2019,32,31,0,1,2,8,17.0,0,0,0,0
39545,2015,2019,32,31,0,1,3,20,16.0,0,0,0,0
39546,2015,2019,32,31,0,1,3,20,31.0,0,0,1,0
39611,2015,2019,32,31,0,1,4,21,63.0,0,0,0,0
39612,2015,2019,32,31,0,1,4,21,74.0,0,0,1,0
39747,2015,2019,34,32,0,0,1,2,107.0,0,1,1,0
39750,2015,2019,34,32,0,0,1,2,31.0,0,1,0,0
39757,2015,2019,34,32,0,0,1,25,262.0,0,1,0,0
39762,2015,2019,34,32,0,0,1,25,709.0,0,1,1,0
39768,2015,2019,34,32,0,0,5,22,295.0,0,1,1,0
39774,2015,2019,34,32,0,0,5,22,90.0,0,1,0,0
39827,2015,2019,34,32,0,0,6,17,33.0,0,1,0,0
39829,2015,2019,34,32,0,0,6,17,91.0,0,1,1,0
39837,2015,2019,34,32,0,0,6,18,23.0,0,1,0,0
39839,2015,2019,34,32,0,0,6,18,31.0,0,1,1,0
39856,2015,2019,34,32,0,0,6,19,226.0,0,1,1,0
39861,2015,2019,34,32,0,0,6,19,54.0,0,1,0,0
39923,2015,2019,34,32,0,0,8,28,306.0,0,1,1,0
39926,2015,2019,34,32,0,0,8,28,95.0,0,1,0,0
39945,2015,2019,34,32,0,1,0,0,143.0,0,1,1,0
39948,2015,2019,34,32,0,1,0,0,44.0,0,1,0,0
39968,2015,2019,34,32,0,1,0,1,202.0,0,1,1,0
39972,2015,2019,34,32,0,1,0,1,62.0,0,1,0,0
40024,2015,2019,34,32,0,1,0,4,246.0,0,1,0,0
40026,2015,2019,34,32,0,1,0,4,627.0,0,1,1,0
40045,2015,2019,34,32,0,1,0,5,10.0,0,1,0,0
40048,2015,2019,34,32,0,1,0,5,35.0,0,1,1,0
40088,2015,2019,34,32,0,1,2,8,110.0,0,1,0,0
40101,2015,2019,34,32,0,1,2,9,17.0,0,1,0,0
40104,2015,2019,34,32,0,1,2,9,99.0,0,1,1,0
40112,2015,2019,34,32,0,1,2,10,13.0,0,1,0,0
40115,2015,2019,34,32,0,1,2,10,43.0,0,1,1,0
40135,2015,2019,34,32,0,1,2,11,14.0,0,1,0,0
40136,2015,2019,34,32,0,1,2,11,181.0,0,1,1,0
40145,2015,2019,34,32,0,1,2,12,14.0,0,1,0,0
40148,2015,2019,34,32,0,1,2,12,84.0,0,1,1,0
40168,2015,2019,34,32,0,1,2,14,24.0,0,1,1,0
40190,2015,2019,34,32,0,1,3,7,17.0,0,1,0,0
40191,2015,2019,34,32,0,1,3,7,26.0,0,1,1,0
40200,2015,2019,34,32,0,1,3,15,172.0,0,1,0,0
40201,2015,2019,34,32,0,1,3,15,432.0,0,1,1,0
40212,2015,2019,34,32,0,1,3,20,295.0,0,1,1,0
40213,2015,2019,34,32,0,1,3,20,556.0,0,1,0,0
40224,2015,2019,34,32,0,1,3,26,61.0,0,1,1,0
40225,2015,2019,34,32,0,1,3,26,65.0,0,1,0,0
40234,2015,2019,34,32,0,1,3,27,23.0,0,1,0,0
40235,2015,2019,34,32,0,1,3,27,31.0,0,1,1,0
40288,2015,2019,34,32,0,1,4,21,175.0,0,1,0,0
40289,2015,2019,34,32,0,1,4,21,227.0,0,1,1,0
40395,2015,2019,34,32,0,0,1,2,107.0,0,0,1,0
40398,2015,2019,34,32,0,0,1,2,31.0,0,0,0,0
40402,2015,2019,34,32,0,0,1,25,262.0,0,0,0,0
40407,2015,2019,34,32,0,0,1,25,709.0,0,0,1,0
40411,2015,2019,34,32,0,0,5,22,295.0,0,0,1,0
40416,2015,2019,34,32,0,0,5,22,90.0,0,0,0,0
40454,2015,2019,34,32,0,0,6,17,33.0,0,0,0,0
40456,2015,2019,34,32,0,0,6,17,91.0,0,0,1,0
40461,2015,2019,34,32,0,0,6,18,23.0,0,0,0,0
40463,2015,2019,34,32,0,0,6,18,31.0,0,0,1,0
40475,2015,2019,34,32,0,0,6,19,226.0,0,0,1,0
40479,2015,2019,34,32,0,0,6,19,54.0,0,0,0,0
40523,2015,2019,34,32,0,0,8,28,306.0,0,0,1,0
40526,2015,2019,34,32,0,0,8,28,95.0,0,0,0,0
40539,2015,2019,34,32,0,1,0,0,143.0,0,0,1,0
40542,2015,2019,34,32,0,1,0,0,44.0,0,0,0,0
40556,2015,2019,34,32,0,1,0,1,202.0,0,0,1,0
40560,2015,2019,34,32,0,1,0,1,62.0,0,0,0,0
40597,2015,2019,34,32,0,1,0,4,246.0,0,0,0,0
40599,2015,2019,34,32,0,1,0,4,627.0,0,0,1,0
40612,2015,2019,34,32,0,1,0,5,10.0,0,0,0,0
40615,2015,2019,34,32,0,1,0,5,35.0,0,0,1,0
40645,2015,2019,34,32,0,1,2,8,200.0,0,0,0,0
40653,2015,2019,34,32,0,1,2,9,179.0,0,0,1,0
40655,2015,2019,34,32,0,1,2,9,32.0,0,0,0,0
40661,2015,2019,34,32,0,1,2,10,27.0,0,0,0,0
40664,2015,2019,34,32,0,1,2,10,86.0,0,0,1,0
40677,2015,2019,34,32,0,1,2,11,16.0,0,0,0,0
40678,2015,2019,34,32,0,1,2,11,198.0,0,0,1,0
40684,2015,2019,34,32,0,1,2,12,135.0,0,0,1,0
40686,2015,2019,34,32,0,1,2,12,25.0,0,0,0,0
40702,2015,2019,34,32,0,1,2,14,46.0,0,0,1,0
40725,2015,2019,34,32,0,1,3,7,31.0,0,0,0,0
40726,2015,2019,34,32,0,1,3,7,47.0,0,0,1,0
40732,2015,2019,34,32,0,1,3,15,250.0,0,0,1,0
40736,2015,2019,34,32,0,1,3,15,94.0,0,0,0,0
40749,2015,2019,34,32,0,1,3,20,394.0,0,0,0,0
40750,2015,2019,34,32,0,1,3,20,519.0,0,0,1,0
40755,2015,2019,34,32,0,1,3,26,110.0,0,0,1,0
40756,2015,2019,34,32,0,1,3,26,115.0,0,0,0,0
40812,2015,2019,34,32,0,1,4,21,175.0,0,0,0,0
40813,2015,2019,34,32,0,1,4,21,227.0,0,0,1,0
40952,2015,2019,27,33,0,0,1,2,15.0,0,1,0,0
40955,2015,2019,27,33,0,0,1,2,43.0,0,1,1,0
40963,2015,2019,27,33,0,0,1,25,189.0,0,1,0,0
40966,2015,2019,27,33,0,0,1,25,374.0,0,1,1,0
40969,2015,2019,27,33,0,0,5,22,109.0,0,1,0,0
40971,2015,2019,27,33,0,0,5,22,15.0,0,1,0,1
40973,2015,2019,27,33,0,0,5,22,31.0,0,1,1,1
40975,2015,2019,27,33,0,0,5,22,373.0,0,1,1,0
41030,2015,2019,27,33,0,0,6,17,27.0,0,1,0,0
41032,2015,2019,27,33,0,0,6,17,50.0,0,1,1,0
41041,2015,2019,27,33,0,0,6,18,19.0,0,1,0,0
41043,2015,2019,27,33,0,0,6,18,27.0,0,1,1,0
41060,2015,2019,27,33,0,0,6,19,242.0,0,1,1,0
41065,2015,2019,27,33,0,0,6,19,59.0,0,1,0,0
41126,2015,2019,27,33,0,0,8,28,260.0,0,1,1,0
41130,2015,2019,27,33,0,0,8,28,79.0,0,1,0,0
41149,2015,2019,27,33,0,1,0,0,105.0,0,1,1,0
41152,2015,2019,27,33,0,1,0,0,34.0,0,1,0,0
41171,2015,2019,27,33,0,1,0,1,130.0,0,1,1,0
41174,2015,2019,27,33,0,1,0,1,38.0,0,1,0,0
41228,2015,2019,27,33,0,1,0,4,178.0,0,1,0,0
41230,2015,2019,27,33,0,1,0,4,426.0,0,1,1,0
41294,2015,2019,27,33,0,1,2,8,56.0,0,1,0,0
41372,2015,2019,27,33,0,1,2,14,14.0,0,1,1,0
41394,2015,2019,27,33,0,1,3,7,12.0,0,1,0,0
41395,2015,2019,27,33,0,1,3,7,22.0,0,1,1,0
41405,2015,2019,27,33,0,1,3,15,180.0,0,1,1,0
41407,2015,2019,27,33,0,1,3,15,50.0,0,1,0,0
41414,2015,2019,27,33,0,1,3,20,110.0,0,1,1,0
41415,2015,2019,27,33,0,1,3,20,168.0,0,1,0,0
41427,2015,2019,27,33,0,1,3,26,40.0,0,1,0,0
41428,2015,2019,27,33,0,1,3,26,42.0,0,1,1,0
41438,2015,2019,27,33,0,1,3,27,24.0,0,1,0,0
41439,2015,2019,27,33,0,1,3,27,38.0,0,1,1,0
41492,2015,2019,27,33,0,1,4,21,179.0,0,1,0,0
41494,2015,2019,27,33,0,1,4,21,221.0,0,1,1,0
41601,2015,2019,27,33,0,0,1,2,15.0,0,0,0,0
41604,2015,2019,27,33,0,0,1,2,43.0,0,0,1,0
41609,2015,2019,27,33,0,0,1,25,189.0,0,0,0,0
41612,2015,2019,27,33,0,0,1,25,374.0,0,0,1,0
41615,2015,2019,27,33,0,0,5,22,109.0,0,0,0,0
41619,2015,2019,27,33,0,0,5,22,373.0,0,0,1,0
41658,2015,2019,27,33,0,0,6,17,27.0,0,0,0,0
41660,2015,2019,27,33,0,0,6,17,50.0,0,0,1,0
41666,2015,2019,27,33,0,0,6,18,19.0,0,0,0,0
41668,2015,2019,27,33,0,0,6,18,27.0,0,0,1,0
41680,2015,2019,27,33,0,0,6,19,242.0,0,0,1,0
41684,2015,2019,27,33,0,0,6,19,59.0,0,0,0,0
41727,2015,2019,27,33,0,0,8,28,260.0,0,0,1,0
41731,2015,2019,27,33,0,0,8,28,79.0,0,0,0,0
41744,2015,2019,27,33,0,1,0,0,105.0,0,0,1,0
41747,2015,2019,27,33,0,1,0,0,34.0,0,0,0,0
41760,2015,2019,27,33,0,1,0,1,130.0,0,0,1,0
41763,2015,2019,27,33,0,1,0,1,38.0,0,0,0,0
41802,2015,2019,27,33,0,1,0,4,178.0,0,0,0,0
41804,2015,2019,27,33,0,1,0,4,426.0,0,0,1,0
41851,2015,2019,27,33,0,1,2,8,99.0,0,0,0,0
41858,2015,2019,27,33,0,1,2,9,14.0,0,0,0,0
41861,2015,2019,27,33,0,1,2,9,98.0,0,0,1,0
41865,2015,2019,27,33,0,1,2,10,10.0,0,0,0,0
41868,2015,2019,27,33,0,1,2,10,47.0,0,0,1,0
41890,2015,2019,27,33,0,1,2,12,14.0,0,0,0,0
41893,2015,2019,27,33,0,1,2,12,91.0,0,0,1,0
41907,2015,2019,27,33,0,1,2,14,25.0,0,0,1,0
41930,2015,2019,27,33,0,1,3,7,22.0,0,0,0,0
41931,2015,2019,27,33,0,1,3,7,38.0,0,0,1,0
41937,2015,2019,27,33,0,1,3,15,105.0,0,0,1,0
41939,2015,2019,27,33,0,1,3,15,27.0,0,0,0,0
41952,2015,2019,27,33,0,1,3,20,119.0,0,0,0,0
41953,2015,2019,27,33,0,1,3,20,181.0,0,0,1,0
41964,2015,2019,27,33,0,1,3,26,69.0,0,0,0,0
41965,2015,2019,27,33,0,1,3,26,71.0,0,0,1,0
42017,2015,2019,27,33,0,1,4,21,179.0,0,0,0,0
42019,2015,2019,27,33,0,1,4,21,221.0,0,0,1,0
42181,2015,2019,28,34,0,0,5,22,12.0,0,1,0,0
42183,2015,2019,28,34,0,0,5,22,33.0,0,1,1,0
42435,2015,2019,28,34,0,1,0,4,21.0,0,1,0,0
42437,2015,2019,28,34,0,1,0,4,49.0,0,1,1,0
42824,2015,2019,28,34,0,0,5,22,12.0,0,0,0,0
42826,2015,2019,28,34,0,0,5,22,33.0,0,0,1,0
43008,2015,2019,28,34,0,1,0,4,21.0,0,0,0,0
43010,2015,2019,28,34,0,1,0,4,49.0,0,0,1,0
43161,2015,2019,28,34,0,1,3,20,11.0,0,0,1,0
43162,2015,2019,28,34,0,1,3,20,12.0,0,0,0,0
43364,2015,2019,35,35,0,0,1,2,16.0,0,1,0,0
43367,2015,2019,35,35,0,0,1,2,53.0,0,1,1,0
43377,2015,2019,35,35,0,0,1,25,381.0,0,1,0,0
43379,2015,2019,35,35,0,0,1,25,794.0,0,1,1,0
43381,2015,2019,35,35,0,0,5,22,11.0,0,1,0,1
43383,2015,2019,35,35,0,0,5,22,21.0,0,1,1,1
43385,2015,2019,35,35,0,0,5,22,286.0,0,1,1,0
43390,2015,2019,35,35,0,0,5,22,92.0,0,1,0,0
43442,2015,2019,35,35,0,0,6,17,32.0,0,1,0,0
43444,2015,2019,35,35,0,0,6,17,61.0,0,1,1,0
43453,2015,2019,35,35,0,0,6,18,21.0,0,1,0,0
43455,2015,2019,35,35,0,0,6,18,29.0,0,1,1,0
43472,2015,2019,35,35,0,0,6,19,259.0,0,1,1,0
43477,2015,2019,35,35,0,0,6,19,67.0,0,1,0,0
43541,2015,2019,35,35,0,0,8,28,331.0,0,1,1,0
43544,2015,2019,35,35,0,0,8,28,83.0,0,1,0,0
43561,2015,2019,35,35,0,1,0,0,123.0,0,1,1,0
43565,2015,2019,35,35,0,1,0,0,43.0,0,1,0,0
43583,2015,2019,35,35,0,1,0,1,114.0,0,1,1,0
43586,2015,2019,35,35,0,1,0,1,33.0,0,1,0,0
43640,2015,2019,35,35,0,1,0,4,218.0,0,1,0,0
43642,2015,2019,35,35,0,1,0,4,485.0,0,1,1,0
43706,2015,2019,35,35,0,1,2,8,71.0,0,1,0,0
43716,2015,2019,35,35,0,1,2,9,11.0,0,1,0,0
43719,2015,2019,35,35,0,1,2,9,87.0,0,1,1,0
43760,2015,2019,35,35,0,1,2,12,11.0,0,1,0,0
43763,2015,2019,35,35,0,1,2,12,79.0,0,1,1,0
43784,2015,2019,35,35,0,1,2,14,19.0,0,1,1,0
43806,2015,2019,35,35,0,1,3,7,16.0,0,1,0,0
43807,2015,2019,35,35,0,1,3,7,30.0,0,1,1,0
43817,2015,2019,35,35,0,1,3,15,275.0,0,1,1,0
43820,2015,2019,35,35,0,1,3,15,72.0,0,1,0,0
43826,2015,2019,35,35,0,1,3,20,182.0,0,1,1,0
43828,2015,2019,35,35,0,1,3,20,268.0,0,1,0,0
43839,2015,2019,35,35,0,1,3,26,48.0,0,1,0,0
43840,2015,2019,35,35,0,1,3,26,52.0,0,1,1,0
43850,2015,2019,35,35,0,1,3,27,24.0,0,1,0,0
43851,2015,2019,35,35,0,1,3,27,39.0,0,1,1,0
43904,2015,2019,35,35,0,1,4,21,203.0,0,1,0,0
43906,2015,2019,35,35,0,1,4,21,251.0,0,1,1,0
44011,2015,2019,35,35,0,0,1,2,16.0,0,0,0,0
44014,2015,2019,35,35,0,0,1,2,53.0,0,0,1,0
44021,2015,2019,35,35,0,0,1,25,381.0,0,0,0,0
44023,2015,2019,35,35,0,0,1,25,794.0,0,0,1,0
44027,2015,2019,35,35,0,0,5,22,286.0,0,0,1,0
44031,2015,2019,35,35,0,0,5,22,92.0,0,0,0,0
44068,2015,2019,35,35,0,0,6,17,32.0,0,0,0,0
44070,2015,2019,35,35,0,0,6,17,61.0,0,0,1,0
44076,2015,2019,35,35,0,0,6,18,21.0,0,0,0,0
44078,2015,2019,35,35,0,0,6,18,29.0,0,0,1,0
44090,2015,2019,35,35,0,0,6,19,259.0,0,0,1,0
44094,2015,2019,35,35,0,0,6,19,67.0,0,0,0,0
44140,2015,2019,35,35,0,0,8,28,331.0,0,0,1,0
44143,2015,2019,35,35,0,0,8,28,83.0,0,0,0,0
44154,2015,2019,35,35,0,1,0,0,123.0,0,0,1,0
44158,2015,2019,35,35,0,1,0,0,43.0,0,0,0,0
44170,2015,2019,35,35,0,1,0,1,114.0,0,0,1,0
44173,2015,2019,35,35,0,1,0,1,33.0,0,0,0,0
44212,2015,2019,35,35,0,1,0,4,218.0,0,0,0,0
44214,2015,2019,35,35,0,1,0,4,485.0,0,0,1,0
44259,2015,2019,35,35,0,1,2,8,130.0,0,0,0,0
44268,2015,2019,35,35,0,1,2,9,145.0,0,0,1,0
44270,2015,2019,35,35,0,1,2,9,21.0,0,0,0,0
44276,2015,2019,35,35,0,1,2,10,20.0,0,0,0,0
44279,2015,2019,35,35,0,1,2,10,83.0,0,0,1,0
44291,2015,2019,35,35,0,1,2,11,10.0,0,0,0,0
44292,2015,2019,35,35,0,1,2,11,148.0,0,0,1,0
44299,2015,2019,35,35,0,1,2,12,119.0,0,0,1,0
44301,2015,2019,35,35,0,1,2,12,19.0,0,0,0,0
44317,2015,2019,35,35,0,1,2,14,33.0,0,0,1,0
44340,2015,2019,35,35,0,1,3,7,29.0,0,0,0,0
44341,2015,2019,35,35,0,1,3,7,50.0,0,0,1,0
44348,2015,2019,35,35,0,1,3,15,161.0,0,0,1,0
44350,2015,2019,35,35,0,1,3,15,40.0,0,0,0,0
44363,2015,2019,35,35,0,1,3,20,192.0,0,0,0,0
44365,2015,2019,35,35,0,1,3,20,296.0,0,0,1,0
44374,2015,2019,35,35,0,1,3,26,86.0,0,0,0,0
44375,2015,2019,35,35,0,1,3,26,86.0,0,0,1,0
44427,2015,2019,35,35,0,1,4,21,203.0,0,0,0,0
44429,2015,2019,35,35,0,1,4,21,251.0,0,0,1,0
44578,2015,2019,36,36,0,0,1,25,123.0,0,1,1,0
44582,2015,2019,36,36,0,0,1,25,79.0,0,1,0,0
44586,2015,2019,36,36,0,0,5,22,142.0,0,1,1,0
44591,2015,2019,36,36,0,0,5,22,48.0,0,1,0,0
44645,2015,2019,36,36,0,0,6,17,15.0,0,1,0,0
44647,2015,2019,36,36,0,0,6,17,25.0,0,1,1,0
44676,2015,2019,36,36,0,0,6,19,111.0,0,1,1,0
44679,2015,2019,36,36,0,0,6,19,27.0,0,1,0,0
44741,2015,2019,36,36,0,0,8,28,148.0,0,1,1,0
44744,2015,2019,36,36,0,0,8,28,40.0,0,1,0,0
44765,2015,2019,36,36,0,1,0,0,14.0,0,1,0,0
44768,2015,2019,36,36,0,1,0,0,42.0,0,1,1,0
44788,2015,2019,36,36,0,1,0,1,15.0,0,1,0,0
44790,2015,2019,36,36,0,1,0,1,59.0,0,1,1,0
44841,2015,2019,36,36,0,1,0,4,126.0,0,1,0,0
44843,2015,2019,36,36,0,1,0,4,283.0,0,1,1,0
44910,2015,2019,36,36,0,1,2,8,14.0,0,1,0,0
45019,2015,2019,36,36,0,1,3,15,15.0,0,1,0,0
45022,2015,2019,36,36,0,1,3,15,73.0,0,1,1,0
45029,2015,2019,36,36,0,1,3,20,129.0,0,1,1,0
45030,2015,2019,36,36,0,1,3,20,136.0,0,1,0,0
45109,2015,2019,36,36,0,1,4,21,70.0,0,1,0,0
45110,2015,2019,36,36,0,1,4,21,75.0,0,1,1,0
45223,2015,2019,36,36,0,0,1,25,123.0,0,0,1,0
45227,2015,2019,36,36,0,0,1,25,79.0,0,0,0,0
45229,2015,2019,36,36,0,0,5,22,142.0,0,0,1,0
45233,2015,2019,36,36,0,0,5,22,48.0,0,0,0,0
45272,2015,2019,36,36,0,0,6,17,15.0,0,0,0,0
45274,2015,2019,36,36,0,0,6,17,25.0,0,0,1,0
45295,2015,2019,36,36,0,0,6,19,111.0,0,0,1,0
45297,2015,2019,36,36,0,0,6,19,27.0,0,0,0,0
45341,2015,2019,36,36,0,0,8,28,148.0,0,0,1,0
45344,2015,2019,36,36,0,0,8,28,40.0,0,0,0,0
45359,2015,2019,36,36,0,1,0,0,14.0,0,0,0,0
45362,2015,2019,36,36,0,1,0,0,42.0,0,0,1,0
45376,2015,2019,36,36,0,1,0,1,15.0,0,0,0,0
45378,2015,2019,36,36,0,1,0,1,59.0,0,0,1,0
45414,2015,2019,36,36,0,1,0,4,126.0,0,0,0,0
45416,2015,2019,36,36,0,1,0,4,283.0,0,0,1,0
45465,2015,2019,36,36,0,1,2,8,28.0,0,0,0,0
45568,2015,2019,36,36,0,1,3,20,224.0,0,0,1,0
45572,2015,2019,36,36,0,1,3,20,96.0,0,0,0,0
45577,2015,2019,36,36,0,1,3,26,14.0,0,0,0,0
45578,2015,2019,36,36,0,1,3,26,17.0,0,0,1,0
45634,2015,2019,36,36,0,1,4,21,70.0,0,0,0,0
45635,2015,2019,36,36,0,1,4,21,75.0,0,0,1,0
45786,2015,2019,37,37,0,0,1,25,44.0,0,1,0,0
45787,2015,2019,37,37,0,0,1,25,91.0,0,1,1,0
45791,2015,2019,37,37,0,0,5,22,131.0,0,1,1,0
45797,2015,2019,37,37,0,0,5,22,45.0,0,1,0,0
45849,2015,2019,37,37,0,0,6,17,11.0,0,1,0,0
45852,2015,2019,37,37,0,0,6,17,24.0,0,1,1,0
45882,2015,2019,37,37,0,0,6,19,14.0,0,1,0,0
45885,2015,2019,37,37,0,0,6,19,41.0,0,1,1,0
45947,2015,2019,37,37,0,0,8,28,148.0,0,1,1,0
45951,2015,2019,37,37,0,0,8,28,47.0,0,1,0,0
45970,2015,2019,37,37,0,1,0,0,18.0,0,1,0,0
45973,2015,2019,37,37,0,1,0,0,70.0,0,1,1,0
45991,2015,2019,37,37,0,1,0,1,112.0,0,1,1,0
45994,2015,2019,37,37,0,1,0,1,38.0,0,1,0,0
46047,2015,2019,37,37,0,1,0,4,180.0,0,1,0,0
46049,2015,2019,37,37,0,1,0,4,365.0,0,1,1,0
46069,2015,2019,37,37,0,1,0,5,14.0,0,1,0,0
46072,2015,2019,37,37,0,1,0,5,32.0,0,1,1,0
46114,2015,2019,37,37,0,1,2,8,30.0,0,1,0,0
46213,2015,2019,37,37,0,1,3,7,11.0,0,1,0,0
46214,2015,2019,37,37,0,1,3,7,18.0,0,1,1,0
46224,2015,2019,37,37,0,1,3,15,20.0,0,1,0,0
46225,2015,2019,37,37,0,1,3,15,72.0,0,1,1,0
46234,2015,2019,37,37,0,1,3,20,100.0,0,1,0,0
46238,2015,2019,37,37,0,1,3,20,54.0,0,1,1,0
46246,2015,2019,37,37,0,1,3,26,18.0,0,1,1,0
46247,2015,2019,37,37,0,1,3,26,21.0,0,1,0,0
46257,2015,2019,37,37,0,1,3,27,10.0,0,1,0,0
46258,2015,2019,37,37,0,1,3,27,13.0,0,1,1,0
46312,2015,2019,37,37,0,1,4,21,36.0,0,1,0,0
46313,2015,2019,37,37,0,1,4,21,37.0,0,1,1,0
46433,2015,2019,37,37,0,0,1,25,44.0,0,0,0,0
46434,2015,2019,37,37,0,0,1,25,91.0,0,0,1,0
46436,2015,2019,37,37,0,0,5,22,131.0,0,0,1,0
46441,2015,2019,37,37,0,0,5,22,45.0,0,0,0,0
46478,2015,2019,37,37,0,0,6,17,11.0,0,0,0,0
46481,2015,2019,37,37,0,0,6,17,24.0,0,0,1,0
46502,2015,2019,37,37,0,0,6,19,14.0,0,0,0,0
46505,2015,2019,37,37,0,0,6,19,41.0,0,0,1,0
46549,2015,2019,37,37,0,0,8,28,148.0,0,0,1,0
46553,2015,2019,37,37,0,0,8,28,47.0,0,0,0,0
46566,2015,2019,37,37,0,1,0,0,18.0,0,0,0,0
